id,elevation,ozone,NO2,azimuth,zenith,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B10,B11,B12,water_vapor,scene,incidence_azimuth,incidence_zenith,AOT_550
780,174,315,0.199,165.3,47.4,0.2038,0.1598,0.1398,0.1331,0.1489,0.1958,0.2139,0.1548,0.2172,0.0743,0.003,0.1611,0.1261,1178,G,106.3,9.8,0.162
781,377,296,0.195,114.5,25.8,0.2962,0.4378,0.4812,0.5933,0.5245,0.5588,0.5954,0.5971,0.6426,0.0466,0.0015,0.5843,0.3214,3970,I,105,6.2,0.162
782,80,288,0.348,166,60.4,0.1473,0.1044,0.0804,0.0659,0.0869,0.1415,0.1806,0.1704,0.1941,0.0704,0.0009,0.109,0.0546,826,D,107.6,9.1,0.093
783,330,351,0.234,160.2,63.3,0.4991,0.3226,0.2587,0.2589,0.3018,0.2907,0.2649,0.2374,0.2769,0.3036,0.0205,0.0457,0.0371,136,J,186.8,2.8,0.034
784,83,375,0.382,154.8,48,0.2488,0.2276,0.2047,0.191,0.2156,0.27,0.2836,0.3235,0.3056,0.2225,0.1041,0.2927,0.2216,519,H,105,4.6,0.06
785,9,256,0.128,71,31.1,0.1503,0.1312,0.138,0.2112,0.2266,0.2502,0.2722,0.2632,0.3073,0.0509,0.0016,0.4395,0.3246,2736,E,101.6,7.4,0.044
786,22,302,0.165,160.5,60.7,0.1987,0.1979,0.1821,0.1921,0.1625,0.1863,0.2071,0.1947,0.1878,0.0677,0.0017,0.1699,0.1217,752,E,104.3,6.3,0.102
787,423,355,0.213,148.3,26.8,0.2466,0.2293,0.2177,0.2257,0.2286,0.2465,0.2622,0.2517,0.2676,0.1873,0.1014,0.2794,0.2373,470,E,269.5,4.8,0.076
788,22,341,0.185,141.6,37.3,0.1996,0.1847,0.1829,0.2063,0.2454,0.2629,0.2434,0.2236,0.2385,0.0965,0.0018,0.2478,0.2062,769,E,105.2,6.3,0.093
789,5,366,0.197,228.6,61.2,0.285,0.2635,0.2302,0.2615,0.2683,0.2835,0.2763,0.2497,0.261,0.0914,0.001,0.1314,0.1022,938,K,343.7,9.7,0.064
790,12,286,0.145,86.5,21.1,0.1719,0.2023,0.1972,0.195,0.2006,0.231,0.273,0.2489,0.291,0.0332,0.0009,0.2749,0.1857,4058,H,104.7,6.6,0.239
791,50,305,0.569,158.6,58.1,0.1688,0.1352,0.1093,0.1019,0.1164,0.1245,0.1244,0.1028,0.1325,0.0434,0.0013,0.1292,0.1149,937,E,285.6,9.3,0.153
792,120,313,0.221,156.9,39.4,0.1269,0.1128,0.1021,0.0946,0.1125,0.178,0.2107,0.2093,0.2419,0.058,0.0012,0.209,0.1376,1797,D,213.6,3.1,0.073
793,93,289,0.145,70.3,39.9,0.3835,0.3592,0.3326,0.3387,0.3325,0.3523,0.3683,0.3523,0.3757,0.1005,0.0016,0.3549,0.2546,2146,I,218.6,3.4,0.28
794,8,323,0.199,185.7,48.7,0.143,0.1158,0.1,0.1047,0.1325,0.1829,0.2166,0.2225,0.267,0.0828,0.0021,0.2305,0.124,1192,D,295.7,5.6,0.217
795,22,302,0.165,160.5,60.7,0.1987,0.1979,0.1821,0.1922,0.1625,0.1863,0.2072,0.1947,0.1878,0.0676,0.0017,0.1698,0.1217,765,E,209.9,3.1,0.102
796,225,300,0.174,188.4,62,0.1822,0.1707,0.1686,0.1998,0.205,0.2124,0.2272,0.2188,0.2377,0.0872,0.0021,0.2741,0.2449,674,E,274,3.7,0.034
797,505,344,0.155,160.7,65.5,0.309,0.218,0.1907,0.2031,0.2184,0.2275,0.2251,0.2045,0.2321,0.1561,0.0022,0.1313,0.1084,321,K,191.4,2.8,0.053
798,373,357,0.183,149.3,29.2,0.1093,0.0983,0.094,0.0694,0.1161,0.2542,0.2762,0.2734,0.2849,0.1142,0.0015,0.1967,0.1052,903,D,208.6,3,0.052
799,225,284,0.115,193.3,73.9,0.2224,0.2001,0.1849,0.2121,0.2127,0.2294,0.2366,0.2308,0.2475,0.0735,0.0038,0.2777,0.2433,825,E,124.9,8,0.081
800,225,328,0.095,189.1,80.2,0.3151,0.2836,0.2365,0.273,0.2833,0.2903,0.3031,0.2921,0.3131,0.0978,0.0037,0.2613,0.2313,588,I,124,6.4,0.037
801,434,285,0.125,80.1,19.7,0.1443,0.115,0.1056,0.1104,0.127,0.1724,0.1939,0.189,0.2116,0.0667,0.0043,0.2043,0.1466,1316,E,284.3,8.1,0.112
802,72,240,0.237,145.3,45.1,0.1916,0.1731,0.1587,0.1576,0.1601,0.1954,0.2236,0.2056,0.2369,0.0313,0.0077,0.2653,0.1852,3169,E,99.4,5.6,0.529
803,1406,261,0.102,119.8,25.1,0.1262,0.0953,0.0764,0.0555,0.0633,0.1182,0.146,0.132,0.1564,0.0235,0.0016,0.0991,0.0586,3640,D,141.7,3.1,0.037
804,75,303,0.295,175.3,64.7,0.185,0.135,0.103,0.0897,0.0912,0.114,0.1256,0.0983,0.1256,0.0469,0.0156,0.1048,0.0726,1381,J,105.2,6,0.222
805,72,245,0.2,130.4,39.5,0.2038,0.1808,0.1626,0.1777,0.1779,0.2073,0.2224,0.2057,0.2375,0.029,0.0011,0.293,0.2009,3563,E,99.4,5.6,0.633
806,520,306,0.168,174,35.6,0.3577,0.3779,0.3432,0.3326,0.3381,0.3997,0.4379,0.4357,0.4533,0.1976,0.1355,0.2449,0.1938,2734,I,285.2,8.1,0.355
807,354,280,0.317,153.6,60.4,0.1586,0.1205,0.0977,0.0979,0.1159,0.1428,0.1597,0.1642,0.1891,0.0884,0.023,0.1956,0.1246,1000,J,246.9,4,0.048
808,235,383,0.218,166,57.7,0.1394,0.1109,0.0862,0.0826,0.0891,0.096,0.1113,0.1069,0.1125,0.0497,0.0014,0.1189,0.0898,434,B,290.1,9.9,0.094
809,1100,332,0.186,140.1,29.7,0.29,0.2915,0.3132,0.3645,0.3802,0.3979,0.4168,0.4171,0.4477,0.2624,0.1024,0.5149,0.4353,630,E,285.4,8.4,0.041
810,136,306,0.22,146.9,35,0.1369,0.1471,0.1436,0.1569,0.1652,0.2065,0.2471,0.2382,0.2713,0.0318,0.0009,0.1879,0.1499,2991,G,104.4,7.8,0.025
811,3376,322,0.134,152.3,52.7,0.6077,0.5689,0.5102,0.5029,0.5176,0.5368,0.5144,0.5065,0.5033,0.3137,0.0123,0.0459,0.0412,458,K,105.7,9.1,0.034
812,1656,288,0.178,142.7,38.2,0.1474,0.136,0.1396,0.1672,0.1806,0.1946,0.2118,0.2109,0.2363,0.1175,0.0019,0.3301,0.2552,638,E,281.3,5.7,0.028
813,91,290,0.263,109.4,27,0.5016,0.4665,0.4894,0.5251,0.5395,0.5964,0.6531,0.5554,0.678,0.2013,0.1014,0.6103,0.5058,3301,I,100.7,4.9,0.216
814,125,361,0.289,152,32.1,0.1615,0.146,0.1321,0.1186,0.1281,0.2181,0.2561,0.227,0.273,0.047,0.0014,0.2146,0.1512,2316,E,105.2,8.3,0.245
815,22,324,0.193,123.9,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,H,104.6,6.2,0.136
816,2868,277,0.176,123.7,28.5,0.1433,0.1112,0.1028,0.0757,0.1176,0.2252,0.2669,0.2654,0.2909,0.1157,0.0011,0.1618,0.0847,1123,D,99.4,4.9,0.234
817,65,317,0.18,152,34,0.1425,0.115,0.105,0.0945,0.1216,0.1854,0.2456,0.2112,0.2603,0.0433,0.0022,0.1754,0.1064,2289,D,246.8,4,0.12
818,33,291,0.25,165,62.5,0.198,0.1444,0.1168,0.1062,0.1127,0.1094,0.1202,0.1031,0.1117,0.0514,0.0013,0.1055,0.0836,996,E,103.2,10.1,0.067
819,56,367,0.32,154.9,30.9,0.1649,0.1165,0.0914,0.0722,0.0794,0.0998,0.1083,0.0929,0.103,0.0455,0.0013,0.0647,0.0449,1317,C,120.3,3.7,0.193
820,1159,351,0.127,154.6,50.1,0.3771,0.3011,0.2856,0.3012,0.3613,0.3511,0.3534,0.332,0.3685,0.182,0.0057,0.1589,0.1248,514,K,103.4,5.8,0.091
821,800,278,0.153,139.3,39.4,0.1527,0.1305,0.1176,0.1129,0.1322,0.1574,0.1701,0.153,0.1788,0.0639,0.0012,0.1803,0.1442,1179,E,104.6,6.8,0.307
822,1159,347,0.117,152.9,55.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,286.8,8.6,0.025
823,225,430,0.128,194.9,66.8,0.6099,0.5291,0.4796,0.5196,0.5237,0.5319,0.5337,0.5179,0.5262,0.266,0.0045,0.1605,0.1529,307,K,126.8,8.3,0.097
824,175,241,0.149,142.7,43.3,0.1446,0.1207,0.1128,0.1208,0.1263,0.1704,0.2025,0.1896,0.2283,0.0384,0.0007,0.2839,0.2019,2588,E,283.6,6.8,0.232
825,904,323,0.185,150,29.9,0.3221,0.4112,0.3333,0.2825,0.2812,0.3188,0.333,0.4522,0.3365,0.1289,0.0033,0.258,0.152,1647,I,107.8,6.5,0.13
826,49,323,0.203,170.3,41,0.1159,0.0849,0.0576,0.0347,0.0285,0.0243,0.0216,0.0181,0.0172,0.0075,0.0023,0.0046,0.0025,1770,F,290.7,7.1,0.192
827,680,313,0.397,156.3,63.1,0.172,0.1567,0.1428,0.1501,0.1644,0.1762,0.189,0.1839,0.2063,0.0749,0.0053,0.1765,0.1358,659,H,106.3,5.7,0.108
828,4,270,0.244,139.3,37.4,0.2441,0.2498,0.2895,0.3714,0.3797,0.4002,0.4254,0.4035,0.4428,0.1135,0.0016,0.4928,0.4036,1619,E,285.7,8.8,0.259
829,5,316,0.212,123.7,28.6,0.4896,0.4382,0.4111,0.4284,0.4167,0.4601,0.512,0.3902,0.5352,0.0672,0.0014,0.236,0.1887,3776,I,174.7,2.8,0.235
830,824,346,0.185,172.1,24.6,0.3881,0.337,0.3151,0.3232,0.3607,0.4742,0.5549,0.5134,0.5819,0.224,0.0037,0.4431,0.375,1525,I,181.4,2.8,0.063
831,100,274,0.241,162.2,53.8,0.1765,0.1396,0.1264,0.1307,0.1527,0.1708,0.1777,0.1604,0.1793,0.0865,0.0015,0.1877,0.1557,727,E,114.8,3.8,0.126
832,10,374,0.32,157,39.9,0.118,0.086,0.0547,0.0265,0.0232,0.0211,0.0158,0.0148,0.0113,0.0079,0.0008,0.0052,0.0034,278,F,286.1,7.9,0.039
833,377,315,0.217,147.1,40.9,0.4015,0.4911,0.5111,0.5791,0.5543,0.5855,0.615,0.5941,0.5616,0.2981,0.1035,0.536,0.3598,580,E,273.3,5.1,0.034
834,76,250,0.092,49.5,44.5,0.5017,0.469,0.4327,0.431,0.4022,0.4208,0.4626,0.416,0.469,0.0978,0.0105,0.2035,0.1417,1778,I,101.7,7.8,0.076
835,225,286,0.124,203.9,73,0.3565,0.3188,0.2784,0.3051,0.2952,0.3091,0.3197,0.302,0.3086,0.1294,0.0047,0.1844,0.1655,404,K,204.3,2.7,0.073
836,1372,296,0.18,139.8,29.3,0.1361,0.1292,0.1359,0.1471,0.1768,0.2665,0.3009,0.2887,0.3359,0.0717,0.0013,0.3109,0.2173,2379,E,212,3.1,0.13
837,242,295,0.184,124.8,24.9,0.2315,0.2409,0.2839,0.3725,0.3872,0.4078,0.4352,0.4092,0.4462,0.1413,0.0031,0.5069,0.4335,1312,E,280.2,5.6,0.372
838,1080,297,0.202,158.9,61.5,0.1581,0.1449,0.1347,0.1444,0.1615,0.198,0.2214,0.2251,0.26,0.0795,0.0094,0.2629,0.1838,1098,E,234.3,3.7,0.049
839,59,352,0.209,138,27.3,0.1388,0.1147,0.1007,0.1064,0.1265,0.1544,0.1717,0.1603,0.1894,0.0574,0.0017,0.2649,0.2016,1345,E,103.7,7.7,0.119
840,25,295,0.194,170.7,53.4,0.126,0.0884,0.0561,0.0325,0.0269,0.0232,0.0215,0.0173,0.0158,0.0067,0.0018,0.0052,0.0044,2471,F,289.9,7.7,0.049
841,520,309,0.169,148.7,36.4,0.7655,0.7571,0.7642,0.8856,0.9222,0.953,0.9673,0.8581,0.9712,0.5572,0.0571,0.6082,0.4361,2157,I,107.3,6.6,0.182
842,56,358,0.301,148.2,26.9,0.1934,0.1447,0.1401,0.134,0.1593,0.2137,0.2366,0.215,0.2514,0.0712,0.0014,0.2249,0.1762,1861,E,120.7,3.7,0.206
843,25,375,0.211,172.8,42.8,0.5264,0.5184,0.4809,0.5342,0.553,0.5688,0.5785,0.5631,0.582,0.3338,0.0103,0.5304,0.4735,644,I,164,2.9,0.065
844,37,287,0.243,155.9,48.8,0.1767,0.1399,0.108,0.0918,0.0931,0.0951,0.099,0.0824,0.0979,0.0259,0.0014,0.08,0.0585,2093,B,282.4,5.8,0.221
845,225,328,0.095,189.1,80.2,0.3151,0.2836,0.2365,0.2731,0.2834,0.2906,0.3034,0.2921,0.3135,0.0977,0.0037,0.2615,0.2315,548,I,126.2,9.2,0.037
846,40,312,0.197,161.8,69,0.1592,0.1141,0.0769,0.0547,0.0603,0.0769,0.0823,0.0717,0.0827,0.0522,0.0016,0.0757,0.0458,857,B,203.6,2.9,0.044
847,680,309,0.202,123.4,25.2,0.1855,0.2103,0.2189,0.2445,0.2405,0.2607,0.2713,0.248,0.2801,0.0629,0.0011,0.2704,0.2321,2179,E,188.8,2.8,0.124
848,1410,341,0.179,167.6,36,0.6121,0.5999,0.5667,0.6052,0.615,0.6267,0.637,0.6286,0.653,0.4127,0.0573,0.5108,0.4448,951,I,284.1,8.2,0.086
849,505,287,0.18,164.1,51.6,0.248,0.2084,0.2031,0.2293,0.2211,0.2418,0.2629,0.266,0.2987,0.1187,0.0031,0.2881,0.2118,1003,E,190,2.8,0.49
850,49,271,0.176,148,60.1,0.2028,0.1692,0.1405,0.1309,0.1301,0.1573,0.175,0.1407,0.1882,0.0363,0.0017,0.1416,0.1061,1544,G,99.8,5,0.072
851,200,346,0.222,151.4,29.4,0.1236,0.1105,0.0984,0.0752,0.1074,0.2364,0.2897,0.2795,0.3299,0.0548,0.0012,0.167,0.0994,2779,D,289.3,9.9,0.123
852,54,361,0.233,160.8,32.7,0.1252,0.0964,0.093,0.0708,0.1354,0.2658,0.3186,0.3093,0.3538,0.0834,0.0011,0.154,0.0766,1877,D,105.5,7.9,0.1
853,550,263,0.277,45.8,48,0.1545,0.1172,0.0991,0.088,0.1013,0.1246,0.1504,0.1167,0.1418,0.0695,0.001,0.138,0.1151,1080,B,285.4,5.9,0.147
854,865,279,0.163,85.4,28.5,0.1336,0.1245,0.1442,0.2398,0.2491,0.271,0.2947,0.2715,0.3039,0.0647,0.0014,0.381,0.3143,2352,E,286.1,6.2,0.065
855,423,367,0.213,168,29.2,0.1578,0.1329,0.1217,0.116,0.1394,0.2002,0.2217,0.1874,0.2225,0.1024,0.013,0.1792,0.1386,873,J,118.2,3.7,0.073
856,579,274,0.213,166.1,56.9,0.1126,0.0834,0.0623,0.0602,0.0738,0.091,0.1072,0.1066,0.1287,0.0476,0.0009,0.1547,0.0927,872,E,285.2,7.2,0.024
857,50,314,0.582,150.6,56.1,0.1919,0.1538,0.126,0.1196,0.1184,0.1246,0.1319,0.1321,0.1469,0.0608,0.0016,0.1748,0.1552,778,E,104.9,7.1,0.326
858,3376,283,0.145,136.1,38.7,0.1084,0.0891,0.0798,0.0676,0.0817,0.1177,0.1344,0.1355,0.1423,0.0589,0.002,0.0891,0.0534,1357,B,104.2,8.1,0.089
859,423,363,0.206,175,42.4,0.259,0.2265,0.2029,0.1977,0.2158,0.2448,0.2565,0.2502,0.2628,0.18,0.0592,0.1549,0.1346,443,H,105.4,9.2,0.061
860,25,327,0.21,166.8,39.6,0.1162,0.0856,0.0592,0.0351,0.028,0.0242,0.0235,0.0199,0.0169,0.0073,0.0009,0.0059,0.0048,1869,F,290.9,7.7,0.106
861,773,302,0.115,172.4,60.1,0.1625,0.1609,0.1486,0.1519,0.1538,0.1627,0.1651,0.1637,0.1825,0.0647,0.0012,0.1531,0.1297,524,E,252.7,3.9,0.04
862,10,372,0.332,152.5,42.9,0.1317,0.0968,0.0615,0.033,0.0267,0.0227,0.0191,0.0176,0.0151,0.0088,0.0009,0.0041,0.0018,745,F,240,3.8,0.16
863,125,352,0.326,160.4,67,0.2692,0.2477,0.2127,0.2039,0.2105,0.2284,0.2366,0.2448,0.2539,0.1698,0.1035,0.2235,0.1931,338,J,107.2,7.4,0.041
864,456,368,0.163,154.2,40.9,0.1731,0.1526,0.1419,0.1455,0.1581,0.1851,0.1981,0.174,0.2005,0.1173,0.0018,0.2001,0.1662,471,G,104.8,9.7,0.055
865,111,336,0.231,145.8,39.3,0.1378,0.1128,0.107,0.1046,0.1466,0.2183,0.2532,0.2702,0.2913,0.1174,0.0038,0.2733,0.1608,680,D,101.8,5,0.092
866,58,343,0.302,168.3,79.7,0.4642,0.3562,0.226,0.2036,0.2095,0.1976,0.2069,0.1665,0.1868,0.1345,0.0024,0.0437,0.0384,340,K,108.5,5.3,0.055
867,10,310,0.184,161.1,64.7,0.1923,0.1407,0.12,0.1575,0.1642,0.2613,0.254,0.2349,0.2843,0.0938,0.0016,0.2376,0.1515,756,E,240.8,3.8,0.092
868,843,351,0.195,176.8,46.2,0.4072,0.6347,0.6124,0.6464,0.5833,0.5706,0.5957,0.5534,0.5653,0.1344,0.0013,0.0608,0.0359,1452,K,113.9,8.1,0.034
869,125,287,0.345,170,59.9,0.1559,0.1221,0.1065,0.0907,0.1079,0.1543,0.1753,0.1676,0.192,0.035,0.0012,0.1527,0.1057,2116,E,270,4.7,0.107
870,123,289,0.212,115.8,24.1,0.1793,0.2064,0.2153,0.2333,0.2314,0.2557,0.2709,0.2682,0.2879,0.0727,0.0015,0.2773,0.2525,1734,E,105.1,7.2,0.553
871,678,397,0.144,156.9,52.2,0.8303,0.8518,0.809,0.9023,0.9478,0.9757,0.9921,1.036,1.0098,0.8213,0.2224,0.647,0.4963,288,I,109.7,9.4,0.033
872,360,371,0.147,170.2,76.2,0.5284,0.6335,0.561,0.6809,0.6951,0.7214,0.7358,0.6784,0.7456,0.1294,0.0023,0.0532,0.0507,1482,K,291.2,9.4,0.059
873,156,357,0.474,162.1,55.6,0.2783,0.2619,0.2369,0.2465,0.27,0.3336,0.3594,0.3474,0.3772,0.1476,0.0028,0.3253,0.2603,785,I,134.3,3.3,0.119
874,423,324,0.187,170.2,66.3,0.1761,0.137,0.1039,0.0921,0.0953,0.105,0.1077,0.0992,0.1108,0.0471,0.0117,0.0959,0.0711,946,B,287.4,9.7,0.143
875,1170,309,0.193,130.1,31,0.1261,0.1004,0.0939,0.062,0.1019,0.2568,0.3218,0.3125,0.3548,0.0888,0.0178,0.1686,0.0744,2818,J,103.9,8.1,0.146
876,1170,303,0.194,146.5,31.3,0.1339,0.105,0.0911,0.058,0.0892,0.2531,0.3378,0.3247,0.3757,0.0755,0.0016,0.1659,0.0626,2474,D,103.9,8.1,0.302
877,1080,305,0.192,138.1,29.7,0.1405,0.1351,0.1335,0.1231,0.1467,0.2422,0.2833,0.2817,0.3144,0.0817,0.0024,0.2161,0.1286,2349,D,234.3,3.7,0.118
878,75,349,0.27,138.6,24.8,0.1958,0.1465,0.1254,0.1267,0.1415,0.1739,0.1897,0.1607,0.2004,0.0638,0.006,0.1601,0.1212,1635,G,105.3,6,0.112
879,1501,299,0.175,142.4,29.8,0.1402,0.1189,0.1039,0.0908,0.0896,0.1018,0.1215,0.1043,0.1083,0.0473,0.0012,0.1077,0.082,1830,B,267,4.8,0.196
880,9,275,0.147,93.7,24.1,0.1499,0.1318,0.141,0.2064,0.2266,0.2392,0.2661,0.2582,0.2981,0.0673,0.0014,0.4452,0.3498,2006,E,102.5,7.4,0.183
881,127,255,0.085,61.8,39.8,0.2648,0.2373,0.2136,0.1967,0.206,0.2563,0.2916,0.2743,0.3046,0.1476,0.1012,0.1568,0.1204,4721,H,284,6.5,0.14
882,125,347,0.28,158.7,29.3,0.4555,0.4623,0.4378,0.4567,0.4686,0.5299,0.5484,0.5508,0.5823,0.2288,0.0035,0.4879,0.397,1873,I,286.5,7.6,0.108
883,3376,283,0.145,147.9,35.9,0.0973,0.1062,0.1142,0.1255,0.1402,0.1861,0.2046,0.1989,0.2215,0.1549,0.0049,0.2217,0.1441,415,E,285.9,6.9,0.061
884,25,255,0.122,101.5,28.1,0.198,0.1815,0.1809,0.1979,0.1953,0.2433,0.2566,0.224,0.2668,0.0429,0.0012,0.2426,0.2021,2851,E,99.9,4.4,0.156
885,11,279,0.202,94.4,24.7,0.2118,0.2293,0.2335,0.2487,0.2326,0.2401,0.2691,0.2303,0.2734,0.0223,0.0012,0.3095,0.27,5144,E,102.3,4.6,0.771
886,174,292,0.412,165.1,57.4,0.1494,0.1218,0.0975,0.0533,0.0437,0.0296,0.0268,0.0202,0.0204,0.0067,0.0008,0.0066,0.0029,1256,F,173.5,2.8,0.039
887,5,343,0.291,144.6,35.6,0.1412,0.1037,0.1027,0.076,0.1314,0.2803,0.3335,0.3264,0.372,0.0884,0.0021,0.2097,0.106,1563,D,170.8,2.7,0.089
888,80,283,0.21,149.9,41.1,0.164,0.1477,0.1392,0.1506,0.1674,0.1983,0.2042,0.2062,0.2214,0.0783,0.0012,0.2095,0.1622,925,E,103.2,10.2,0.143
889,280,275,0.113,50.3,36.7,0.3602,0.3277,0.29,0.276,0.2758,0.3154,0.3505,0.3588,0.3758,0.0475,0.0032,0.3154,0.2194,4601,I,101.8,7.9,0.372
890,354,322,0.309,154.2,61.1,0.1258,0.0961,0.0695,0.0696,0.081,0.0893,0.1034,0.1076,0.1228,0.0857,0.0031,0.1839,0.1328,109,E,276.7,5.3,0.039
891,111,288,0.213,163,44.3,0.1294,0.1023,0.095,0.0915,0.132,0.2024,0.2356,0.2532,0.2796,0.1072,0.0017,0.2946,0.1704,751,D,105,6.5,0.12
892,105,309,0.183,180.8,49.1,0.1697,0.1301,0.1088,0.0896,0.1032,0.148,0.1725,0.1624,0.1821,0.0622,0.0183,0.1176,0.0789,1656,J,292.1,7.5,0.062
893,225,300,0.174,188.4,62,0.1969,0.1901,0.1883,0.2268,0.2333,0.2425,0.2555,0.2499,0.266,0.0973,0.0021,0.3143,0.2697,767,E,124.2,6.4,0.034
894,3555,291,0.15,127,23.8,0.1679,0.1041,0.1004,0.1117,0.1197,0.1205,0.1135,0.1038,0.1051,0.1461,0.012,0.0995,0.091,935,G,138.6,3.2,0.012
895,243,285,0.349,178.2,57.2,0.1404,0.1203,0.0871,0.0593,0.0908,0.2069,0.2624,0.2235,0.2874,0.0385,0.0008,0.1669,0.0858,2642,D,102.4,5,0.052
896,456,282,0.149,66.6,26.3,0.1618,0.1557,0.1853,0.2493,0.2626,0.3222,0.3663,0.3372,0.3876,0.0541,0.0017,0.4416,0.314,3545,E,282.5,6,0.558
897,8,263,0.127,40.5,41.1,0.1522,0.1176,0.0855,0.0418,0.0388,0.0327,0.032,0.0253,0.0283,0.0115,0.0006,0.021,0.0167,2343,F,170.1,2.8,0.09
898,25,319,0.205,165.8,42.8,0.1434,0.1025,0.0738,0.0487,0.0446,0.04,0.0389,0.0288,0.0332,0.0182,0.0062,0.0141,0.0112,1896,J,165.4,2.8,0.247
899,1656,294,0.156,165,64.7,0.2823,0.2528,0.2465,0.2946,0.3177,0.3368,0.3616,0.3388,0.3947,0.2299,0.0131,0.4938,0.4129,266,E,280.4,5.5,0.058
900,225,417,0.15,180.2,63.1,0.4345,0.3842,0.3568,0.3961,0.4072,0.4109,0.4241,0.3895,0.4113,0.1507,0.0018,0.2062,0.1832,714,K,126.1,8.4,0.037
901,824,358,0.176,152.9,32.6,0.1015,0.0779,0.0671,0.0481,0.0737,0.2181,0.2885,0.2901,0.3103,0.1554,0.002,0.1458,0.0816,595,D,286.8,7.2,0.057
902,190,328,0.254,143.6,37.4,0.1265,0.0874,0.0706,0.0434,0.0667,0.1879,0.2536,0.2199,0.2795,0.05,0.0015,0.1225,0.0519,2569,D,105.2,8.2,0.132
903,2414,252,0.109,105.7,25.5,0.195,0.1705,0.1614,0.1835,0.2054,0.2307,0.2425,0.2365,0.2395,0.0873,0.0027,0.2665,0.2048,1726,E,117.8,3.7,0.127
904,225,389,0.194,192.8,57.3,0.4435,0.3591,0.3385,0.3687,0.3854,0.3762,0.3764,0.3701,0.3712,0.1924,0.0031,0.2333,0.2112,369,K,127,6.7,0.037
905,1507,320,0.177,173.4,22.4,0.6322,0.6415,0.5997,0.6224,0.6382,0.6831,0.709,0.709,0.7198,0.4158,0.0566,0.3371,0.2922,1020,I,182.6,2.8,0.085
906,160,291,0.21,163.6,50.7,0.1294,0.1079,0.0951,0.1031,0.1158,0.1532,0.1811,0.1796,0.2151,0.037,0.0014,0.2868,0.1615,2402,E,199.2,2.9,0.035
907,10,294,0.199,157,64.5,0.2422,0.1988,0.1778,0.1818,0.1927,0.2202,0.229,0.221,0.2293,0.1158,0.0543,0.1609,0.1236,1210,H,241.9,3.9,0.09
908,273,369,0.207,148.6,31.7,0.1122,0.0868,0.0756,0.068,0.0945,0.1648,0.1954,0.1938,0.216,0.1253,0.0026,0.1455,0.0776,376,D,285.1,7.3,0.042
909,35,341,0.226,154.4,49.5,0.2609,0.2356,0.197,0.1901,0.1848,0.1832,0.186,0.1743,0.1831,0.081,0.0182,0.1421,0.1205,1134,H,285.4,7.7,0.651
910,2147,315,0.183,124.1,21.4,0.1022,0.0882,0.0802,0.0789,0.0989,0.1324,0.1534,0.1527,0.1752,0.0697,0.0015,0.1861,0.1341,1223,E,284.1,7.4,0.121
911,10,356,0.287,150.6,26.2,0.1214,0.0887,0.0595,0.0348,0.03,0.0252,0.0238,0.0226,0.0228,0.0137,0.0063,0.0114,0.0082,1473,J,241.2,3.8,0.105
912,5,444,0.175,196,78.1,0.8126,0.786,0.6445,0.7936,0.8442,0.8667,0.8788,0.8682,0.8869,0.5263,0.0258,0.2173,0.2183,188,K,191.9,2.7,0.072
913,225,438,0.065,199.4,78.2,0.6588,0.6965,0.6335,0.7235,0.726,0.7512,0.7569,0.7414,0.7348,0.4019,0.0257,0.117,0.1224,228,K,295.3,4.8,0.075
914,11,333,0.199,140.1,26.7,0.1702,0.1301,0.1306,0.1564,0.1724,0.2015,0.2149,0.2126,0.2229,0.0771,0.002,0.2773,0.2426,1243,E,192.8,2.8,0.06
915,491,370,0.235,154.8,36,0.1338,0.1037,0.0982,0.071,0.1165,0.3308,0.4217,0.4271,0.4769,0.1355,0.0019,0.1839,0.089,1185,D,105.8,6.3,0.174
916,22,287,0.175,162.4,53.6,0.205,0.1875,0.1695,0.1765,0.1688,0.1933,0.2007,0.1869,0.2103,0.0561,0.0018,0.1846,0.1261,1438,E,213,3.1,0.31
917,75,365,0.305,151.3,41,0.1542,0.1116,0.0926,0.0882,0.1065,0.1153,0.1357,0.1173,0.1639,0.0495,0.0012,0.1526,0.1156,1599,E,104,6,0.077
918,225,314,0.189,196.9,57,0.192,0.1802,0.1808,0.2078,0.2065,0.2193,0.231,0.2199,0.2412,0.0619,0.0029,0.2665,0.2259,1108,E,129.2,5.2,0.186
919,69,302,0.206,134.1,36.9,0.1755,0.1585,0.1519,0.1923,0.1898,0.2119,0.2283,0.2216,0.222,0.0331,0.0021,0.2611,0.1912,2970,E,120.9,3.7,0.215
920,-32,326,0.197,132.3,26.8,0.2159,0.2211,0.2522,0.3215,0.3391,0.3586,0.3828,0.366,0.4008,0.1374,0.0021,0.4561,0.3961,1138,E,230.6,3.6,0.018
921,1372,345,0.178,151.3,44.6,0.2491,0.2315,0.2225,0.2502,0.2564,0.2755,0.292,0.2888,0.3115,0.2194,0.1037,0.3853,0.3028,416,E,210.9,3.1,0.08
922,125,368,0.3,159.9,34.5,0.1575,0.1355,0.1246,0.1129,0.1288,0.1924,0.22,0.2194,0.2314,0.1138,0.0037,0.181,0.1387,509,E,281.2,5.6,0.058
